name,surname,mail,gender,age,school,department,city_living,experience,programs,languages,gpa,degree,department_applied,salary,drivers_license,smoking,military_service,flexible_hours,group_alone,online,reference,internship,hired
Blaise,Maxey,blaise.maxey@mail.com,F,25,Istanbul University-Cerrahpasa,Aeronautical Engineering,Istanbul,7,Ansys Solidworks MATLAB,"E,G",3.45,Bachelor,Design,26000,0,0, ,0,A,1,0, ,H
Blake,Bonner,blake.bonner@mail.com,M,23,Koc University,Electrical Electronics Engineering,Ankara,3,OOP MATLAB C# ML,Other,3.37,Bachelor,Programming,33000,0,0,Not at Military Age,0,G,1,1,0,H
Blayne,Wilcox,blayne.wilcox@mail.com,F,38,Kocaeli University,Automotive Engineering,İzmir,13,MATLAB Altium,G,2.73,Master,Test,30000,1,1, ,0,G,0,0, ,N
Bowen,Swann,bowen.swann@mail.com,F,41,Istanbul Technical University,Electrical Electronics Engineering,Istanbul,16,MATLAB Altium,Other,2.77,Master,Test,32000,1,1, ,0,A,1,0, ,N
Brad,Quintero,brad.quintero@mail.com,M,41,Firat University,Automotive Engineering,Istanbul,20,Altium Proteus, ,3.82,PhD or Higher,Test,24000,1,1,Uncertain,0,G,1,1, ,N
Braden,Hewitt,braden.hewitt@mail.com,F,39,Bogazici University,Automotive Engineering,Kocaeli,15,C, ,3.77,Master,Programming,31000,0,0, ,0,G,0,1, ,N
Braden,Bouchard,braden.bouchard@mail.com,F,25,Yildiz Technical University,Electronics and Communication Engineering,Istanbul,7,Altium Proteus MATLAB,"E,G",3.71,Bachelor,Electronics,24000,0,1, ,0,G,0,0, ,H
Bradford,Felton,bradford.felton@mail.com,F,45,Yildiz Technical University,Electronics and Communication Engineering,Ankara,18,Allen Bradley PLC Omron PLC,E,2.07,Master,Automation,36000,1,0, ,0,A,1,0, ,H
Brady,Lamar,brady.lamar@mail.com,F,21,Bilkent University,Aeronautical Engineering,Istanbul,0,MATLAB, ,2.24,Bachelor,Electronics,25000,0,1, ,0,A,0,0,0,N
Braedon,Vail,braedon.vail@mail.com,F,25,Kastamonu University,Control and Automation Engineering,Kutahya,3,Python Java,Other,2.93,Bachelor,Programming,13000,1,1, ,1,G,1,0,1,H
Braiden,Mims,braiden.mims@mail.com,F,28,Kocaeli University,Electronics and Communication Engineering,Ankara,7,Altium, ,3.36,Master,Electronics,40000,1,0, ,0,G,0,1, ,N
Brandi,Carvalho,brandi.carvalho@mail.com,M,36,Koc University,Aeronautical Engineering,Istanbul,12,Schneider Electric PLC Allen Bradley PLC Omron PLC,Other,2.04,PhD or Higher,Automation,15000,1,0,Delayed,0,A,0,0, ,H
Brandon,Cody,brandon.cody@mail.com,M,41,Gebze Technical University,Mechatronics Engineering,Istanbul,24,Python,Other,3.83,Bachelor,Programming,11000,1,0,Delayed,0,G,1,1, ,H
Brandy,Poe,brandy.poe@mail.com,F,22,Bilkent University,Automotive Engineering,Istanbul,0,Proteus,Other,3.06,Bachelor,Test,26000,0,0, ,0,A,0,1,1,N
Brannon,Devlin,brannon.devlin@mail.com,F,19,Koc University,Automotive Engineering,Ankara,0,Altium Proteus,Other,3.37,Bachelor,Electronics,16000,1,1, ,0,A,0,0,1,H
Branson,Stephenson,branson.stephenson@mail.com,M,27,Gebze Technical University,Mechatronics Engineering,Istanbul,6,Proteus,Other,3.01,Master,Electronics,26000,1,1,Not at Military Age,0,A,0,1, ,H
Brea,McDowell,brea.mcdowell@mail.com,M,35,Kocaeli University,Mechatronics Engineering,Istanbul,14,Mitsubishi PLC Schneider Electric PLC,E,3.58,Bachelor,Automation,38000,1,1,Delayed,0,A,1,1, ,H
Breeanna,Nieves,breeanna.nieves@mail.com,F,20,Bogazici University,Aeronautical Engineering,Ankara,0,Altium,"E,G",3.25,Bachelor,Test,21000,1,1, ,0,A,1,0,1,N
Brenden,Foss,brenden.foss@mail.com,F,36,Koc University,Aeronautical Engineering,Istanbul,15,Siemens PLC Mitsubishi PLC Schneider Electric PLC,Other,3.53,Master,Automation,49000,0,0, ,0,G,1,0, ,H
Brenna,Tolbert,brenna.tolbert@mail.com,F,44,Istanbul University-Cerrahpasa,Aeronautical Engineering,Istanbul,16,MATLAB, ,2.20,Bachelor,Test,37000,1,1, ,0,G,0,1, ,N
Brennan,Bachman,brennan.bachman@mail.com,F,36,Sabanci University,Electronics and Communication Engineering,Istanbul,16,Altium Proteus MATLAB,E,2.55,Master,Test,37000,1,1, ,0,G,0,1, ,N
Brenton,Florez,brenton.florez@mail.com,F,30,Middle East Technical University,Mechatronics Engineering,Yalova,8,Altium,E,3.07,Bachelor,Test,10000,1,1, ,0,G,0,1, ,N
Breonna,StJohn,breonna.stjohn@mail.com,M,40,Yildiz Technical University,Mechatronics Engineering,Istanbul,22,C++ Siemens PLC Mitsubishi PLC,Other,3.61,Bachelor,Automation,27000,0,1,Delayed,0,A,1,0, ,H
Bret,Ball,bret.ball@mail.com,F,35,Bogazici University,Aeronautical Engineering,Istanbul,14,MATLAB Altium,"E,G",2.83,PhD or Higher,Electronics,21000,1,0, ,0,G,0,0, ,H
Brett,Lowe,brett.lowe@mail.com,M,35,Istanbul Technical University,Electronics and Communication Engineering,Istanbul,15,MATLAB Altium,"E,G",3.75,Bachelor,Electronics,24000,1,0,Exempted,0,G,0,0, ,H
Brett,Clapp,brett.clapp@mail.com,M,45,Giresun University,Mechatronics Engineering,Kocaeli,20,Schneider Electric PLC C++, ,2.18,Master,Automation,11000,1,1,Remnant,0,G,1,0, ,N
Brian,Donnell,brian.donnell@mail.com,F,36,Yildirim Beyazit University,Electronics and Communication Engineering,Mersin,12,C++ C DL,E,2.10,Bachelor,Programming,33000,0,1, ,0,A,0,0, ,N
Brielle,Keefe,brielle.keefe@mail.com,F,22,Middle East Technical University,Mechatronics Engineering,Istanbul,0,Altium Proteus,E,2.91,Bachelor,Electronics,10000,0,0, ,1,A,1,1,0,H
Briley,Quintana,briley.quintana@mail.com,F,21,Yildiz Technical University,Electrical Electronics Engineering,Gaziantep,0,ML,E,3.96,Bachelor,Programming,13000,0,1, ,0,G,1,0,1,H
Brisa,Aaron,brisa.aaron@mail.com,F,42,Hacettepe University,Electronics and Communication Engineering,Kayseri,22,MATLAB,Other,3.64,PhD or Higher,Test,44000,1,1, ,0,G,0,1, ,N
Brissa,Roark,brissa.roark@mail.com,M,19,Hacettepe University,Mechatronics Engineering,Ankara,0,MATLAB,E,2.55,Bachelor,Design,38000,1,0,Not at Military Age,0,G,1,0,1,H
Brittani,Conn,brittani.conn@mail.com,F,45,Eskisehir Osmangazi University,Aeronautical Engineering,Istanbul,20,Altium Proteus MATLAB,Other,3.91,PhD or Higher,Electronics,12000,0,0, ,1,A,1,0, ,H
Brodie,Toro,brodie.toro@mail.com,F,27,Middle East Technical University,Electronics and Communication Engineering,Ankara,6,Siemens NX,"E,G",3.35,Master,Design,43000,0,1, ,0,G,1,1, ,H
Bronson,Tice,bronson.tice@mail.com,M,18,Eskisehir Technical University,Electronics and Communication Engineering,Istanbul,0,Solidworks Fusion 360 AutoCAD Siemens NX, ,3.91,Bachelor,Design,49000,0,1,Not at Military Age,0,A,0,1,1,N
Brook,Antonio,brook.antonio@mail.com,M,41,Istanbul University-Cerrahpasa,Electrical Electronics Engineering,Ankara,24,Proteus, ,3.52,Bachelor,Test,47000,0,1,Uncertain,0,A,0,0, ,N
Brookelyn,Salcido,brookelyn.salcido@mail.com,F,29,Yildiz Technical University,Electronics and Communication Engineering,Istanbul,4,Altium Proteus MATLAB,Other,2.72,PhD or Higher,Electronics,25000,1,1, ,0,G,0,1,1,H
Brooklynn,Low,brooklynn.low@mail.com,F,33,Middle East Technical University,Electronics and Communication Engineering,Istanbul,15,Fusion 360 Siemens NX,Other,2.97,PhD or Higher,Design,34000,0,1, ,1,G,1,1, ,H
Bruno,Hennessy,bruno.hennessy@mail.com,M,19,Yildiz Technical University,Mechatronics Engineering,Istanbul,0,MATLAB Altium,E,2.84,Bachelor,Test,17000,1,1,Not at Military Age,0,G,0,1,0,N
Bryana,Funk,bryana.funk@mail.com,M,39,Sabanci University,Aeronautical Engineering,Ankara,13,Mitsubishi PLC Schneider Electric PLC,G,3.40,Master,Automation,21000,0,1,Uncertain,0,A,1,0, ,H
Bryanna,Gallant,bryanna.gallant@mail.com,F,28,Bogazici University,Automotive Engineering,Ankara,5,MATLAB,E,2.53,Master,Test,15000,0,1, ,0,G,0,1,1,N
Bryant,Acker,bryant.acker@mail.com,M,18,Bogazici University,Automotive Engineering,Bitlis,0,Solidworks,E,3.38,Bachelor,Design,29000,1,1,Not at Military Age,0,G,1,0,0,H
Bryce,Meeker,bryce.meeker@mail.com,F,33,Istanbul Technical University,Electrical Electronics Engineering,Ankara,17,Python Java MATLAB,G,3.00,Master,Programming,29000,0,1, ,0,G,1,1, ,H
Brylee,Newell,brylee.newell@mail.com,F,32,Yildiz Technical University,Electronics and Communication Engineering,Ankara,10,MATLAB Altium,"E,G",2.26,Master,Electronics,21000,0,0, ,0,A,1,0, ,H
Bryn,Burney,bryn.burney@mail.com,F,20,Bogazici University,Automotive Engineering,Istanbul,0,C# ML C Python, ,2.95,Bachelor,Programming,25000,1,0, ,0,G,1,1,0,N
Brynne,Titus,brynne.titus@mail.com,F,36,Istanbul University-Cerrahpasa,Automotive Engineering,Ankara,12,Siemens PLC Mitsubishi PLC, ,2.51,Bachelor,Automation,40000,0,1, ,0,A,1,0, ,N
Bryson,Fink,bryson.fink@mail.com,F,25,Bogazici University,Electronics and Automation Engineering,Ankara,4,Allen Bradley PLC Omron PLC,G,2.14,Bachelor,Automation,27000,0,1, ,0,A,1,0,1,H
Caden,Whitten,caden.whitten@mail.com,F,38,Bogazici University,Mechatronics Engineering,İzmir,14,Proteus,G,3.73,PhD or Higher,Test,26000,0,0, ,0,G,1,0, ,N
Caelan,Churchill,caelan.churchill@mail.com,F,35,Hacettepe University,Aeronautical Engineering,Kocaeli,15,Altium Proteus,E,3.26,PhD or Higher,Test,10000,0,0, ,0,A,1,1, ,N
Caiden,Gannon,caiden.gannon@mail.com,M,36,Ankara Haci Bayram Veli University,Mechatronics Engineering,İzmir,13,Fusion 360 AutoCAD,G,2.12,Bachelor,Design,16000,1,1,Delayed,0,G,0,0, ,N
Cain,Hadley,cain.hadley@mail.com,F,39,Alanya Alaaddin Keykubat University,Electronics and Communication Engineering,Istanbul,16,MATLAB Altium,"E,G",3.45,Master,Test,46000,1,1, ,0,A,1,0, ,N
Caitlynn,Nettles,caitlynn.nettles@mail.com,M,39,Middle East Technical University,Automotive Engineering,Ankara,13,Omron PLC,Other,2.94,Master,Automation,25000,0,1,Remnant,0,G,0,0, ,H
Caleb,Daley,caleb.daley@mail.com,M,31,Kocaeli University,Aeronautical Engineering,Istanbul,9,MATLAB,Other,2.58,Master,Electronics,14000,1,1,Exempted,0,G,0,1, ,H
Caleb,Bonds,caleb.bonds@mail.com,M,28,Dokuz Eylul University,Aeronautical Engineering,İzmir,3,MATLAB C++ C,G,3.04,Bachelor,Programming,36000,0,0,Uncertain,1,A,0,0,1,H
Caley,Stern,caley.stern@mail.com,M,36,Istanbul University,Electrical Electronics Engineering,Ankara,12,Ansys Solidworks MATLAB, ,2.22,Bachelor,Design,47000,1,0,Exempted,0,G,0,1, ,N
Cali,Wenger,cali.wenger@mail.com,M,24,Istanbul University,Electronics and Communication Engineering,Istanbul,0,Mitsubishi PLC Schneider Electric PLC,E,2.41,Bachelor,Automation,17000,0,1,Not at Military Age,0,G,1,1,1,H
Callista,Reichert,callista.reichert@mail.com,M,34,Firat University,Mechatronics Engineering,Ankara,10,Altium Proteus MATLAB,"E,G",3.45,Bachelor,Electronics,44000,1,1,Delayed,0,A,0,1, ,H
Cameron,Kohl,cameron.kohl@mail.com,F,37,Koc University,Automotive Engineering,Bursa,12,Solidworks AutoCAD , ,2.01,Bachelor,Design,9000,0,0, ,0,A,1,0, ,N
Camila,Slocum,camila.slocum@mail.com,F,31,Agri İbrahim cecen University,Electronics and Automation Engineering,Istanbul,8,Omron PLC,"E,G",2.44,PhD or Higher,Automation,29000,0,1, ,0,G,1,1, ,H
Camren,Flanagan,camren.flanagan@mail.com,F,22,Aksaray University,Automotive Engineering,Ankara,0,Altium,G,3.26,Bachelor,Test,18000,0,0, ,0,G,1,0,1,N
Camron,Milner,camron.milner@mail.com,F,25,Middle East Technical University,Aeronautical Engineering,Istanbul,4,Proteus,E,3.28,Master,Electronics,42000,1,0, ,0,A,1,1,1,H
Candace,Warden,candace.warden@mail.com,F,39,Sabanci University,Aeronautical Engineering,Kocaeli,13,Ansys Solidworks MATLAB,Other,2.77,Bachelor,Design,29000,1,0, ,0,A,1,0, ,H
Candice,Ledesma,candice.ledesma@mail.com,M,42,Istanbul Technical University,Electronics and Communication Engineering,Ankara,20,Schneider Electric PLC,E,2.31,Bachelor,Automation,19000,1,0,Remnant,0,G,0,1, ,H
Candy,Brockman,candy.brockman@mail.com,F,42,Koc University,Electrical Electronics Engineering,Istanbul,20,AutoCAD Siemens NX,G,2.11,Bachelor,Design,8000,0,0, ,0,A,1,1, ,H
Carla,Coyne,carla.coyne@mail.com,F,21,Istanbul Medeniyet University,Aeronautical Engineering,Ankara,0,Java C#,G,2.96,Bachelor,Programming,13000,1,0, ,1,A,0,0,0,H
Carley,Argueta,carley.argueta@mail.com,F,22,Bilkent University,Aeronautical Engineering,Istanbul,0,Mitsubishi PLC,E,3.34,Bachelor,Automation,29000,0,0, ,0,A,0,1,1,H
Carli,Whitlock,carli.whitlock@mail.com,F,22,Middle East Technical University,Electronics and Automation Engineering,Kocaeli,0,MATLAB Altium,"E,G",2.39,Bachelor,Test,41000,1,1, ,0,A,0,1,1,N
Carly,Schumacher,carly.schumacher@mail.com,F,30,Kilis 7 Aralik University,Mechatronics Engineering,Istanbul,9,Mitsubishi PLC Schneider Electric PLC,"E,G",3.70,Master,Automation,17000,1,1, ,0,A,0,0, ,H
Carmen,Judge,carmen.judge@mail.com,F,45,Istanbul University-Cerrahpasa,Aeronautical Engineering,Kocaeli,19,MATLAB Altium,"E,G",2.58,Bachelor,Electronics,11000,1,1, ,0,G,1,1, ,N
Carolina,Heinz,carolina.heinz@mail.com,M,24,Yasar University,Electronics and Communication Engineering,Sakarya,2,Proteus, ,2.62,Bachelor,Electronics,35000,1,1,Not at Military Age,0,G,1,1,1,N
Carrington,Choi,carrington.choi@mail.com,M,27,Middle East Technical University,Electronics and Communication Engineering,Istanbul,5,Solidworks Fusion 360,Other,3.24,Master,Design,44000,1,1,Not at Military Age,0,G,1,0,1,H
Carson,Zavala,carson.zavala@mail.com,M,33,Koc University,Automotive Engineering,Istanbul,11,Altium Proteus,G,3.02,Bachelor,Test,13000,1,1,Remnant,0,A,0,1, ,N
Casey,Duncan,casey.duncan@mail.com,F,33,Istanbul Technical University,Mechatronics Engineering,Denizli,8,MATLAB Altium,"E,G",2.53,PhD or Higher,Electronics,15000,0,1, ,0,G,0,0, ,N
Casey,Stoner,casey.stoner@mail.com,M,39,Bogazici University,Automotive Engineering,Igdir,15,Siemens PLC Mitsubishi PLC Schneider Electric PLC,Other,2.81,Master,Automation,29000,1,1,Exempted,1,A,1,1, ,H
Caylee,Ingle,caylee.ingle@mail.com,F,25,Bogazici University,Electrical Electronics Engineering,Ankara,4,MATLAB Altium,E,3.70,Bachelor,Test,36000,1,0, ,0,G,1,1,1,N
Caylin,Hallman,caylin.hallman@mail.com,F,23,İzmir Katip celebi University,Automotive Engineering,Ankara,3,Java C#,G,3.42,Bachelor,Programming,31000,0,0, ,0,G,1,1,1,H
Cedric,Grey,cedric.grey@mail.com,M,31,Hacettepe University,Automotive Engineering,Ankara,11,Altium Proteus,G,2.63,PhD or Higher,Electronics,43000,0,1,Delayed,0,G,1,0, ,H
Cedrick,Harris,cedrick.harris@mail.com,F,35,Istanbul Technical University,Electrical Electronics Engineering,Ankara,12,MATLAB,E,2.98,PhD or Higher,Test,19000,1,1, ,0,A,0,1, ,N
Celina,Gamble,celina.gamble@mail.com,M,22,Istanbul University,Electrical Electronics Engineering,Ankara,0,Siemens PLC C,E,2.62,Bachelor,Automation,50000,1,1,Not at Military Age,0,A,1,0,0,H
Celine,Diamond,celine.diamond@mail.com,M,20,Istanbul Technical University,Aeronautical Engineering,Ankara,0,Siemens PLC Mitsubishi PLC,E,3.56,Bachelor,Automation,9000,0,1,Not at Military Age,0,A,0,0,0,H
Chad,Caputo,chad.caputo@mail.com,F,39,Yildiz Technical University,Aeronautical Engineering,Istanbul,13,Java,E,2.88,PhD or Higher,Programming,30000,0,0, ,0,A,1,0, ,H
Chana,Overton,chana.overton@mail.com,M,43,Osmaniye Korkut Ata University,Aeronautical Engineering,İzmir,19,Fusion 360 AutoCAD matlab,G,2.41,Bachelor,Design,39000,1,0,Delayed,0,G,0,1, ,H
Chance,Shaver,chance.shaver@mail.com,M,39,Atilim University,Automotive Engineering,Mardin,14,MATLAB,"E,G",2.55,Bachelor,Test,28000,1,1,Remnant,0,G,1,1, ,N
Chandler,Norris,chandler.norris@mail.com,M,45,Kocaeli University,Electronics and Communication Engineering,Istanbul,21,Altium,"E,G",3.70,PhD or Higher,Test,21000,1,1,Uncertain,0,G,1,0, ,N
Charles,Mcnutt,charles.mcnutt@mail.com,F,40,Istanbul University-Cerrahpasa,Electronics and Communication Engineering,Ankara,23,Siemens PLC C,E,3.07,PhD or Higher,Automation,48000,1,1, ,0,G,1,0, ,H
Chassidy,Perry,chassidy.perry@mail.com,M,26,Kocaeli University,Automotive Engineering,Kocaeli,6,Mitsubishi PLC Schneider Electric PLC,"E,G",2.27,Bachelor,Automation,50000,0,0,Not at Military Age,0,A,1,0, ,H
Chastity,Doty,chastity.doty@mail.com,F,20,Bilkent University,Electrical Electronics Engineering,Istanbul,0,Mitsubishi PLC Schneider Electric PLC,G,3.40,Bachelor,Automation,14000,0,0, ,0,A,0,1,0,H
Chauncey,Bradford,chauncey.bradford@mail.com,F,38,Istanbul University,Electronics and Communication Engineering,Ankara,13,Altium Proteus MATLAB,E,3.38,Bachelor,Electronics,13000,0,1, ,0,G,1,0, ,H
Chelsea,Toney,chelsea.toney@mail.com,M,35,Isik University,Control and Automation Engineering,Manisa,9,C Python ML,Other,3.09,Master,Programming,13000,0,0,Exempted,1,A,0,0, ,H
Christa,Pfeifer,christa.pfeifer@mail.com,F,44,Istanbul Technical University,Mechatronics Engineering,Ankara,21,Allen Bradley PLC Omron PLC C,"E,G",2.80,Master,Automation,24000,1,1, ,0,G,1,1, ,H
Christen,Grubb,christen.grubb@mail.com,M,20,Koc University,Automotive Engineering,Istanbul,0,C++ C,Other,2.57,Bachelor,Programming,10000,0,1,Not at Military Age,0,A,1,0,0,H
Christian,Mancuso,christian.mancuso@mail.com,M,26,Koc University,Electronics and Communication Engineering,Balikesir,5,Fusion 360 AutoCAD MATLAB Siemens NX,E,2.87,Master,Design,30000,1,0,Not at Military Age,0,G,0,0,1,N
Christian,French,christian.french@mail.com,M,18,Yildiz Technical University,Mechatronics Engineering,Istanbul,0,Omron PLC,E,3.87,Bachelor,Automation,8000,1,1,Not at Military Age,0,A,1,0,0,H
Christion,Denton,christion.denton@mail.com,M,36,Bogazici University,Aeronautical Engineering,Ankara,15,DL OOP, ,2.01,PhD or Higher,Programming,26000,1,1,Remnant,0,G,0,0, ,N
Christopher,Maier,christopher.maier@mail.com,F,32,Istanbul Sabahattin Zaim University,Electrical Electronics Engineering,Ankara,9,Siemens PLC Mitsubishi PLC Schneider Electric PLC,"E,G",3.70,Master,Automation,46000,0,0, ,0,A,0,0, ,N
Christy,Shuler,christy.shuler@mail.com,M,39,Baskent University,Electronics and Communication Engineering,Istanbul,14,Altium Proteus,Other,2.13,Bachelor,Test,50000,0,0,Delayed,0,G,1,1, ,N
Chyna,Staton,chyna.staton@mail.com,M,27,Sabanci University,Aeronautical Engineering,Istanbul,4,Siemens PLC Mitsubishi PLC Schneider Electric PLC, ,3.65,Master,Automation,46000,1,1,Not at Military Age,0,G,0,1,0,N
Chynna,Burroughs,chynna.burroughs@mail.com,M,36,Tarsus University,Electronics and Communication Engineering,Denizli,12,Proteus, ,2.68,Bachelor,Electronics,27000,1,1,Exempted,0,A,0,0, ,N
Ciara,Ingram,ciara.ingram@mail.com,M,30,Kocaeli University,Mechatronics Engineering,İzmir,9,Mitsubishi PLC,"E,G",2.49,PhD or Higher,Automation,39000,0,0,Uncertain,0,G,0,0, ,N
Ciarra,Whatley,ciarra.whatley@mail.com,F,21,Igdir University,Mechatronics Engineering,Ankara,0,C# ML C++ C,E,3.70,Bachelor,Programming,10000,0,1, ,1,A,0,1,1,H
Cierra,Aguayo,cierra.aguayo@mail.com,F,38,Yildiz Technical University,Aeronautical Engineering,İzmir,14,Siemens PLC Mitsubishi PLC, ,2.34,PhD or Higher,Automation,16000,0,1, ,0,A,1,0, ,N
Citlalli,Haywood,citlalli.haywood@mail.com,F,44,Cappadocia University,Mechatronics Engineering,Istanbul,17,C Python OOP, ,2.62,PhD or Higher,Programming,44000,1,0, ,0,A,1,0, ,N
Clara,Trammell,clara.trammell@mail.com,F,33,Koc University,Electronics and Automation Engineering,Ankara,12,C Python OOP,Other,3.64,Bachelor,Programming,28000,0,0, ,0,A,1,1, ,H
Clarissa,Albrecht,clarissa.albrecht@mail.com,M,32,Bogazici University,Electrical Electronics Engineering,Istanbul,10,C++ C DL DL OOP, ,3.32,Bachelor,Programming,47000,1,0,Remnant,0,G,0,1, ,N
Claudia,Taylor,claudia.taylor@mail.com,M,40,Bogazici University,Aeronautical Engineering,Ankara,22,MATLAB Altium,Other,2.31,Bachelor,Test,43000,0,0,Delayed,0,G,0,1, ,N
Clay,French,clay.french@mail.com,M,36,Istanbul University-Cerrahpasa,Automotive Engineering,Istanbul,14,Schneider Electric PLC,"E,G",2.44,Bachelor,Automation,36000,1,1,Delayed,0,A,0,0, ,N
Clifford,Townsend,clifford.townsend@mail.com,M,21,Istanbul University-Cerrahpasa,Aeronautical Engineering,Istanbul,0,MATLAB Altium,E,2.38,Bachelor,Test,18000,1,0,Not at Military Age,0,A,0,0,1,N
Clifton,Dickerson,clifton.dickerson@mail.com,M,43,Dokuz Eylul University,Electronics and Communication Engineering,Ankara,23,Fusion 360 AutoCAD,G,2.97,Master,Design,10000,0,0,Exempted,1,G,0,0, ,H
Clint,Askew,clint.askew@mail.com,M,23,Bilkent University,Aeronautical Engineering,Istanbul,1,OOP MATLAB C# ML,Other,3.20,Bachelor,Programming,11000,1,0,Not at Military Age,0,A,1,0,1,H
Cloe,Waugh,cloe.waugh@mail.com,M,20,Hacettepe University,Mechatronics Engineering,Erzurum,0,Siemens PLC Mitsubishi PLC, ,3.65,Bachelor,Automation,39000,1,0,Not at Military Age,0,G,0,1,1,N
Colette,Landers,colette.landers@mail.com,F,40,Istanbul Technical University,Electronics and Communication Engineering,Istanbul,21,MATLAB Altium,G,3.76,PhD or Higher,Electronics,49000,1,1, ,0,A,0,1, ,H
Colin,Costello,colin.costello@mail.com,M,28,Istanbul Technical University,Automotive Engineering,Istanbul,6,Schneider Electric PLC Allen Bradley PLC,Other,3.89,Master,Automation,14000,1,0,Uncertain,0,G,1,0, ,H
Connie,Gooch,connie.gooch@mail.com,M,41,Istanbul Technical University,Electrical Electronics Engineering,Ankara,25,Altium, ,2.96,PhD or Higher,Test,25000,1,1,Uncertain,0,G,1,1, ,N
Connor,Montero,connor.montero@mail.com,F,40,Gebze Technical University,Mechatronics Engineering,Istanbul,20,Fusion 360 AutoCAD, ,3.67,Bachelor,Design,27000,1,0, ,0,A,0,0, ,N
